questions,classes
请问我这样的情况申请劳动仲裁的话能赢吗——我原计划于12月15日正常离职（已于11月26日提交申请单，不知道是否批准）但是今天11月27号公司就把我给辞退了，在这我想说明几点情况：1、办理离职手续时的表格没有我的签名（不是我提交的原件），为部门主管唆使人伪造离职日期被篡改为11月27日（即时离职）2、我有一份部门主管要求开除我的文件，但是人事没有签字3、本人自认对待工作认真负责，没有不良记录，因领导过分无礼亦无争吵，只是拒绝其他工作（当时手上正在忙其他工作事物），领导虚构理由将我辞退4、我的劳动合同不见了，如果申请劳动仲裁有影响吗？如果您发现了这个帖子，请您尽快帮忙回复，我先在此谢谢您了！,辞退解雇
肝癌可以算是工伤吗——前年，我由学校病退应聘到这家公司做教学培训工作，也签了劳动合同，我原有医保，但是这家公司没有给我缴纳工伤保险。十几年前我就得了肝炎，长期没有治愈，由于没有很好治疗，现在病情越来越严重。最近我被诊断出肝癌，做了换肝手术，住院费已经交了36万，现在已经出院，但是公司说你原本在学校就有医保，现在这不是工伤，不给我报销这些住院费。请教律师，我得了肝癌可以算是工伤吗？我可以在公司报销这些住院费吗？如果不能，我该怎么办？谢谢律师。,工伤事故
工作33年12年未缴养老险工龄怎么算——我妈马上要退休了，81年在联通公司参加的工作，但93年才交的养老保险，但现在她被公司调成了劳务派遣工，外包给了其他公司，那她退休时，81-93年的工龄怎么算，养老保险怎么算？,劳动合同
单位想转移人员到其它公司怎么办——最开始工作我是属于重庆单位这块的，在干了一段时间之后，不知道什么原因，我们又转移到北京单位去，但工作地址还是在原单位那里，工作已28年了，最近一个月，单位又想转移我们，这次是补偿接近20万左右吧，转移到其它单位去，就不再属于原单位。但我也不想被转移出去，我怕转出去了，单位如果出现问题，就没有办法了以后，毕竟上年纪这一块后续工作也不方便好。所以特来咨询一下，怎样不被转移？回复邮箱是:java_dongdong@126.com,劳动合同
无固定期限劳动合同员工被裁补偿怎么算——关于公司生产搬迁，要裁无固定期限劳动合同的员工，补偿问题怎么算？,辞退解雇
工资拖欠法律咨询——您好！我想咨询下关于工资拖欠追讨的相关法律问题：之前在杭州一家网络公司就职，从去年十一月份到今年的六月初有七个月的工资没有下发，离职的时候以单位的名义写了欠条，中间打过多次电话追要，一直说没钱，最后一次电话是在九月末，从十月份再打电话就开始处于关机状态，去单位也已经不在了。有欠条但老板找不到人的情况下应该怎么做呢？,员工权益
童工死亡赔偿——13岁童工李某晚上10点下班后回到租房不省人事，同事发现后电话通知其叔叔，因无钱救治，带该童工要求公司老板借款200元去医院治疗，该老板予以拒绝，童工于凌晨2点在公司门口死亡。请问：该童工死亡赔偿问题如何解决？,工伤事故
未签订劳动合同拖欠工资该怎么办——您好，我于2013年10月被一公司招聘。公司是新成立的，当时公司并没有与我签订劳动合同，实习期结束，要求公司签订劳动合同，一直拖延，至今未果，现公司面临破产，一年的五险一金未缴纳及部分工资拖欠，遇到这样的事我应该怎么办？,员工权益
劳动合同纠纷——辅导机构一年来一直未与我签劳动合同，现在诉至劳动仲裁委员会，证明劳动关系的证据为：工作牌、学生签名证明、嘉奖名单，开庭时，对方一概不承认，说是假的，我该怎么办？,劳动合同
"谁强迫江铜集团德兴铜矿女职工提前退休——我是江西省江铜集团德兴铜矿的女职工，在管理岗位工作了15年。现在，我们单位人事部门通知在管理岗位上的女职工退休，我查阅国家下发关于在管理岗位上的女职工退休的许多文件，都应该是55岁退休的。我们向单位上访要求：给我们看看退休文件，领导说不能给看。难道，这退休文件是国家的机密吗？我又向江西省的人力资源社会保障厅养劳处的金处长咨询，金处长说：你去找你们江铜集团人事处去。我是在走投无路情况下才给您们写信的。2000年单位跟我们签订了劳动合同，享受我们企业的干部岗位工资和书报费。现在，企业没有文件，就口头通知退休，我实在是想不通。我咨询过十多个省，这些省都是根据人法发（1991）5号文件下发了本省的跟我情况一样在管理岗位的女职工是55岁退休的文件如下：一。劳部发〔１９９５〕３０９号文件的第75条用人单位全部职工实行劳动合同制度后，职工在用人单位由转制前的原工人岗位转为原干部（技术）岗位或由原干部（技术）岗位转为原工人岗位，其退休年龄和条件，按现岗位国家规定执行。我们跟单位签订了无固定期限的劳动合同写明了我们是管理岗位的。二。劳办发〔１９９４〕１６９号文件的第八条规定“企业试行全员劳动合同制后，职工需要办理退休、退职手续的，按其现工作岗位国家规定的年限和条件执行”。其中“现工作岗位”是指企业实行全员劳动合同制后，职工不再保留原固定身份。如原身份是干部，现到工人岗位工作的，按工人的退休、退职条件执行；原身份是工人，现到管理岗位工作的，按干部的退休、退职条件执行。三。劳动部关于试行全员劳动合同制有关问题处理意见的通知--劳力（1992〕46号文件的第八条企业试行全员劳动合同制后，职工需要办理退休、退职手续的，应按其现工作岗位国家规定的年限和条件执行。四。国人部发[2004]63号文件的受聘人员的退休(退职)待遇中1。受聘人员原则上按所聘岗位国家规定的条件办理退休(退职)，2。对由工勤岗位受聘到专业技术或管理岗位的人员,在专业技术岗位或管理岗位聘用满10年(本意见下发前已被聘用的,可连续计算)且在所聘岗位退休(退职)的,可按所聘岗位国家规定的条件办理退休(退职),并享受相应的退休(退职)待遇.3。对首次聘用时由专业技术岗位或管理岗位受聘到工勤岗位的人员,任原职务满5年,符合订立聘用至退休合同且保留原国家规定工资待遇的,应按专业技术岗位或管理岗位国家规定的条件办理退休(退职)，并享受相应的退休(退职)待遇。五。国经贸企改〔2001〕230号文件的第二条打破“干部和工人界限，变身份管理为岗位管理。在管理岗位工作的即为管理人员。岗位发生变动后，其收入和其他待遇要按照新的岗位相应调整。六。人法发[1991]5号文件的第五章第二十三条聘用制干部受聘十年（本规定颁布之前已被聘用的，可连续计算）并在聘用岗位上退休、退职的，原则上可执行国发（1978）104号文件规定，按《国务院关于安置老弱病歼干部的暂行办法》办理退休、退职手续；根据本人自愿，也可以按《国务院关于工人退休、退职的暂行办法》办理退休、退职手续。七。国发（1978）104号文件的关于颁发国务院关于安置老弱病残干部的暂行办法和国务院关于工人退休、退职的暂行办法的通知的内容第四条第一项男年满六十周岁，女年满五十五周岁，参加革命工作年限满十年的。八。劳办发（１9９３）7８号）文件的关于企业取消干部、工人身份界限，实行全员劳动合同制。我们咨询其他省份的人力资源社会保障厅跟我们一样的在管理岗位上的女职工退休年龄的结果是；湖北省是劳办发（1994）169号文件；河北省是河北省人民政府办公厅办字（2006）77号文件的第10条；吉林省是吉人社办字（2011）48号文件；辽宁省是辽劳社发（2001）81号文件；广东省是劳部发（1995）309号文件的第75条；浙江省是浙劳政（1996）70号文件；安徽省是劳社秘（2003）169号文件；江苏省是苏劳社险（2007）24号文件的第12条；北京市是京人社养发（2011）49号文件的附件1中第2条；山东省是鲁劳社（2006）311号文件；四川省是成劳社发（2006）34号文件的第56条；江西省是湖办字（2007）79号文件；上海市是拨打020-12333客服电话说：管理岗位的女职工是55岁退休；天津市是拨打022-12333客服电话说：管理岗位的女职工是55岁退休；福建省是拨打0591-12333客服电话说是：管理岗位的女职工需要填写一份《重要信息变更申请表》就可以55岁退休。恳请领导辛苦审阅为盼，这关系到江西省江铜集团100多位女职工的切身利益啊！高小懿联系方式：15270322349",辞退解雇
